Quality,Angle,Distance
79,273.9566635146549,712.6874157286984
60,205.3693203193994,670.2138607388478
17,8.783912620105951,291.2025850719688
25,250.5279545755157,419.0872304967095
54,91.80944603393105,415.5444759028711
1,335.97032774715007,418.3043361000238
75,124.11892350390715,838.3124268904415
66,276.35985849906643,339.02606557481505
66,309.519537846512,686.062379966176
13,72.95287262483818,795.0546050376787
31,89.94755159231136,732.141932058353
75,32.40472975470764,825.9139371123244
57,119.27131165144216,955.1017270472519
84,99.31534313041348,60.886169024588874
90,240.46090083483233,741.3894825600316
34,319.43901856361225,466.4351046465506
93,32.455566437273475,521.9273449548167
73,5.798621288465169,129.92058803712513
34,303.12668479411855,146.82409230442107
67,67.1474512863975,516.0786366221475
51,250.48633778076143,452.9800192042559
92,262.5824739169361,917.3448255884498
61,253.10428838933385,584.7775555257725
93,113.9998605801062,414.67190175732605
67,200.51965492884625,93.3241533878807
83,234.31218244549837,107.53818956127037
68,80.33066601516974,667.7595842358013
16,157.31933792985728,824.7092801209951
45,88.77138847660235,141.45307044333833
12,77.24358779234471,47.74415172699686
30,47.794244274718814,634.2212556653367
48,230.6775113014074,868.6848399124957
77,219.0426708064558,359.6722719035197
77,288.76832373168173,77.81656361749567
31,182.0317580390318,959.7642583809692
2,239.0130917913388,946.0185948638559
11,49.365704739254774,348.843486944126
70,63.35956346665634,42.85516864860816
26,154.3821866670467,496.2073206928882
69,147.42059740789995,961.1750240247641
44,53.771430168313834,381.57406338728373
44,260.92092752011433,487.7678912099037
92,131.00372429736396,975.7678047042698
56,191.26170533230507,79.70485565009588
33,46.5594526459244,508.54393977680644
8,10.46214462878746,724.1262085366002
45,161.7224878798631,965.8669812699554
44,86.26856867802161,331.5673494020721
80,326.4161832466167,17.95450542888055
34,87.33430482802814,278.6766009435476
60,16.462988465406497,976.9801429028448
94,34.169240401499415,411.7283388451529
37,165.0933072295018,862.0734967155648
71,238.6864932633669,324.08507354698213
3,91.77878979822172,485.8359606521271
50,208.61342865741227,524.3505529396616
81,78.14473665694935,528.5757234503214
83,118.88464547417165,312.30105373845385
4,168.56077531085793,143.4189979672067
84,130.73848976165525,446.6987719694401
98,286.9671029559956,326.58803036692717
47,32.58989577978514,150.6625674298202
49,83.05731402189345,619.1224691974653
2,148.09614639489502,600.5946020103194
100,307.44911413538773,229.00714862457673
58,37.77420507702531,587.6824041299059
38,26.008948587242834,831.5777911397428
36,136.74763591062748,635.8967393795648
61,297.8347587249548,541.8474926069401
99,209.240240438483,367.04708996275417
11,49.272935351302976,702.2833253894053
84,324.57897933192515,886.9192091487741
69,353.57306658069126,369.2212388286541
20,255.79264830973148,65.1736517705982
87,246.55020234347882,10.965134991071102
47,300.015298455546,529.7369848966762
78,339.6121400483593,257.7558110029916
37,305.1614029177642,128.71335421436447
53,281.99707007510347,430.3809917176042
76,126.45320954076698,377.64562451823593
11,104.45993480912338,517.2104700474865
11,184.88789303365903,141.80599051418298
17,297.8301620168747,489.8012805337092
71,44.571862430946005,116.12335222299586
0,210.53010477725903,746.2760686901196
10,162.46824571883178,10.21595671152975
54,178.56011663780183,206.09852504220117
34,336.1502951366886,246.81030035710404
70,85.84070916745002,312.8547540366565
12,99.73483698444949,489.72935044645374
91,84.7198379497251,105.10255731044505
15,161.58956422127562,62.179727032407925
88,279.82622047733713,537.3953260810589
68,152.74635332537622,3.6291757396237356
27,164.14987661308268,252.7057478151029
57,24.178434984180555,673.3348251660608
80,281.0935262455048,383.1011222346549
91,225.22343939353325,776.6872677079926
17,321.9693875849671,226.88135462340142
37,214.84964127440003,410.7152028420675
67,44.046679552445184,764.3536184196008
40,327.633862511707,928.9662936238129

37,182.70790736541966,777.3107171199866
69,244.4108410794374,886.6001620932418
99,247.74764451876567,876.6247067183679
2,245.46541027564672,446.99718845212624
3,158.56216385942244,448.4828176034206
74,319.6197074666615,87.85648129309287
83,73.64373059228434,729.7147680312167
78,219.5813727247732,780.3633927460316
57,88.72151712852194,107.84262512273546
14,252.32551962068897,520.8988417586075
88,241.61805690605686,330.3716743091114
88,104.41497578024503,83.9499799132718
96,340.07712727851333,192.85398046514723
26,286.64324017750755,180.5447705883695
65,357.2532084510727,902.1722915197158
36,355.21920749663076,362.24617426716964
47,9.153657781959993,703.7653480316245
74,287.59727380085894,961.1320107309584
6,105.81589280693055,401.4666899227727
54,59.44724513184966,208.43618008942576
93,350.38437185021155,582.6478899709148
94,41.14053375475721,720.9813947278832
40,336.8556830394194,333.69206943843875
15,98.13115628732383,310.5490187337352
43,4.0566252038455675,235.3801243567156
66,352.9166662020928,858.0789199714474
17,284.39896025208805,200.0732662543234
55,82.92499415431995,152.43411795847072
77,40.424595941692914,716.1770062490976
81,347.5379114315196,264.33148666011476
0,77.96078817324509,627.0676911126376
48,347.1117815276124,425.11838751146445
62,171.3574150998062,94.18386517233834
73,99.38183506439822,765.6452756168833
98,179.622103032134,362.68164120201374
10,126.62286790681668,623.5231425724116
15,247.84966164924765,152.51478368747973
44,173.51928713197296,54.09705224316941
96,67.98438296824597,647.1474493050586
89,73.4125249896776,315.5790101386928
18,214.11506681741434,279.7634519157237
35,126.08215521036074,124.19257542605166
40,95.76192292016039,351.8944021783813
68,25.003839389075296,276.066350330306
19,139.12761730683306,592.8078407494693
17,300.22635004155603,305.272348039466
68,282.0134403137362,445.7856235901474
50,47.68070728797504,842.1069811888756
27,185.0271021893236,555.4938703223473
93,35.556661676072615,465.26851560520663
14,350.6457532914414,547.1716649055555
49,44.75910127477734,428.0681647463327
12,54.562683471268954,414.4025934075234
86,50.69178398538456,68.20849317913269
12,5.470647132577069,263.7625417316847
77,100.31299172516692,924.673816840148
47,66.71123601827942,521.5992909598592
8,73.33334762200147,117.02913443353336
65,4.530567558770442,120.6356872960318
98,310.44570828753433,467.63099725766335
26,162.2906201208175,395.683085322462
3,215.7859284634085,859.2904201505761
28,11.187045582841527,593.5457357084367
57,317.8670403808953,769.0065746149909
28,105.95913106642415,285.6727874182142
44,133.6877148386955,294.20144587575913
4,190.92676984458257,814.7702716708349
95,276.1739355727585,582.8288567168617
62,108.44294759588955,679.8329433687843
35,160.26498202095397,908.9896414257131
15,134.301008522995,64.66366654725908
27,105.29168267238288,565.3266786594588
9,176.76069936730298,663.8647521886519

45,229.8935059740695,918.646361286903

45,57.81093976988138,965.8693273568551
28,224.59651427529454,831.1482392716525
58,316.33684942945587,599.4428946767342
24,203.10923017864926,770.9909730599087
6,187.35456171123965,597.5849215315787
99,107.24900157971418,693.9564064749965
73,156.22304883010668,138.82091457284008
18,163.7334730389753,275.78967929952915
34,326.42933603195144,792.144428913761
63,352.0285978544074,100.31252496755583
72,313.2551402151096,690.9445895928131
28,141.56567790021896,719.6820913779178
78,253.8574387267665,801.5053371729446

52,347.2904700110236,891.0681696679526
15,5.794584366375597,561.8107208283974
56,324.4057164288378,78.79341185704635
38,272.3438195237512,963.6170267033123
18,319.10949899304995,413.46398535471286
37,253.81723703978375,324.7680442798051
35,221.06482822240065,104.14628374941692
82,245.15790152938305,720.6398787095968
10,201.70105288316262,334.5590743395822
74,236.55515708834474,549.6626397970062
59,18.75590932510406,13.020995318068106
15,256.45729523185196,151.74316404794664
8,338.63584226752397,431.37082681644034
52,283.4209205958291,947.9614261892515
74,150.81327684115112,705.0561781390194
71,30.41233672143425,484.9903539038368
91,242.797878897137,767.7304485823514
5,55.501694825940675,752.0960103219575
80,179.1225431175442,454.6177333311857
8,309.5851720573076,574.0767428481674
5,321.6907495183246,333.27575284066535

70,238.11562740931936,858.8394685198086
86,7.159039942569789,156.78884569050143
72,235.5415525688073,695.1152431499615
10,31.319505237214447,60.91570040735084
34,34.63306457386952,288.99358963869327
9,131.7115785238695,367.7304973272705
80,104.98538868162905,711.5549846734192
18,165.08827587218468,520.0293852676217
74,228.24896809395477,398.7206990226896
44,348.545051518994,279.2689650936221
34,122.93422904413603,913.0677946846341
12,305.27552818776235,636.3665917937191
31,103.36170485779844,502.9455121859846
73,332.69886489413784,928.3048270246654
62,127.16043478232334,495.76842168631117
72,358.66408952469004,441.87055917878683
10,89.28586975129421,463.6941447914879
18,353.3952463699218,630.8966157323749
49,77.01479010216156,611.5890847827326
91,49.840292168939214,196.16734141848647
62,246.9709839473852,87.81327085788948
34,293.4643177667998,939.7930143068339
77,225.24208949564124,754.0481829101257
80,269.9617358226311,422.37916710974287
64,180.05866126830074,494.95648198284334
10,350.6662579167661,998.0652143925125
56,157.61791258379378,83.5998675420675
31,195.2039322571821,600.8449717039201
15,355.28946648103744,495.64128485671523
77,296.0253807298418,987.3868268403791
70,163.64225068488383,663.5324834968885
31,179.24593189491569,126.35353014603635
66,165.47879808360491,70.12769395994877
100,49.80035679616988,177.80285060390676
33,110.69920306756683,924.5383726117166
98,285.4088463149386,901.6206786461139
53,29.24409448093913,164.77910564649144
71,247.02245120862054,895.6524415256292
86,75.56098659741073,924.2650894850638
77,312.0942431583263,683.027211902774
83,348.2454326517702,634.7935957654739
29,295.27170861035694,216.29641773353714
72,62.15296143170055,246.1548617437236
37,164.8674878001959,353.4142842858531

100,0.48288689053513245,372.6839862277549
81,156.92433733600228,386.4342651991053
38,169.86401042320617,983.4693402703599
46,62.69799165315478,605.7412903576586
96,335.6244057870478,948.4370080832012
59,93.2671977325519,253.86710301483862
81,229.43561313544114,767.2533773101558
72,217.04010383542663,419.987693489432
88,300.7041451255688,48.72153905973309
29,12.674064061244845,865.9177580085094
0,183.27129970795758,423.0908676292704
22,346.08655943198096,305.0951854159375
74,67.81902701479389,862.1534655699113
40,64.5200809889604,977.3793679431046
88,34.15021193648814,193.7687873266004
5,95.72480290496836,867.7663761331693
38,34.11275131166861,112.50379244699427
34,70.64991968988113,456.95599697353117
100,292.85215272302025,483.00053072699814
66,267.09123811005435,74.60147008021278
33,17.56937319742775,845.1002533437352
56,92.45680303381934,159.47408558180055
55,189.5884351058662,39.61259813934615
22,201.25319714576173,319.88159781851476
76,65.29280144856456,667.592616310381
62,16.912762164824734,860.7531075004546
49,79.15915033755432,239.7388117847411
60,138.72454552530107,342.15542371886477
16,118.22598757072221,300.7926475457129
11,319.76537578929003,351.7998351035413
31,47.95790905646657,64.33304948021434
70,278.289467553632,591.4490690036208
69,357.45095729701796,289.8744381001984
74,251.54179912009837,62.674044480979795
21,84.65772824461797,868.4742977636247
72,143.8849552915267,266.46826920388787
21,87.27366065840606,235.30822084540503
74,250.36014101248543,166.8310723281603
58,270.06138436522406,184.6580629242123
86,350.0876970439557,809.2019373359498
56,130.3880681932673,335.8811422980039
11,154.31794052104738,229.84342641111965
1,339.3410921228275,987.9973011545416
50,49.68589184660636,412.47316212366525
11,40.772793102475774,88.92546359446862
98,9.315121297167824,719.9799281823033
2,57.028634454787564,193.47075477090624
32,10.058759018612026,366.271045091482
46,0.1345413528070205,56.31830416128902
97,195.70136373262378,468.1838459187432
40,86.0038457627595,956.4161374250269
86,235.93952649190567,661.6961130179086
29,325.34344286361767,843.5451869400598
95,169.82399365192776,316.8369647254683
36,8.013691196245736,824.7608843864716
44,138.4966047734427,971.387452181721
95,145.79097877388008,897.2313310409022
37,277.4285265985857,20.673407493428385
48,339.03393409584874,222.64796202481506
4,6.970108484085453,959.2231499480966
28,32.721556871942575,111.31958636674798
99,38.97451010299577,569.0167870145441
59,51.09766090955278,725.0830247519297
65,217.66650457787878,539.4010812763872
27,47.6625128415223,704.1320891271389
72,174.66303152161416,12.069780001625286
11,13.526415149767047,449.44438955046473
15,209.13319468378165,278.09823084141806
74,11.283549624694015,587.612860928588
86,228.35669062421562,548.6871378725175
71,138.10856138101065,364.15010034310444
65,100.57439703989729,928.4864475875191
89,111.43676441954153,551.2514853576573
93,303.91302561732584,979.6733454950574
47,250.24630695060145,586.2452305317075
50,27.483673507928298,551.8770381006727
7,10.14905692210557,866.2701073247438
99,52.4417511357101,313.35543505302775
24,207.20284109968412,859.3256962851359
49,358.04627359606866,190.97724801176741
100,147.0200798355593,212.31914880424497
11,15.945204162113917,613.7283243438766
89,0.3630926514459354,784.0975623054303
76,205.5106199945653,224.9229956889004
4,105.72605639783215,753.2492474456095
59,200.10392071019973,255.93568114529197
6,193.11276668758435,549.1534718567814
4,44.36612786638504,369.2609591911097
62,263.6573537769187,572.5955592723724
86,126.16218748768898,663.6395313306002
78,291.3234794498984,569.5858866631861
93,172.86529625602637,385.2249884012906
67,86.29614083633966,570.2303601562319
69,142.06461770594208,298.99222751084744
22,108.62697040493697,277.201528697994
70,318.0747685809652,852.2059442101619
54,136.368116169034,194.08941277598734
100,277.6978856806783,74.80003279071568
45,181.1862051536207,667.151537133536
86,166.2030460193135,284.17940165036316
6,262.9447494258637,863.4905170045869
66,284.9839894178895,530.451006571395
51,60.38208039866006,287.3547696154392
24,168.94587007770446,323.16130194070234
95,328.9349827292541,445.54416825687036
8,153.78272707815339,395.4549822922061
4,305.3955678740788,172.0345316400801
39,206.57573241721133,606.4697049253977
36,149.98151531041225,84.24008364514879
95,37.023748135758005,126.3308370246895
10,292.3070309831273,43.023268258492344
59,17.82593407293159,40.366580703006136
34,95.28611369140523,275.86712759933806
1,326.0841921296921,921.5558257718861
65,253.0400284253597,301.8988210871326
49,31.69292502835654,334.9800669654224
61,46.93353014310473,795.5573494071971
11,195.80933901722258,446.1302168889386
31,303.1359967617084,793.3851110289482
85,79.54586352732562,982.378862484405
54,240.0575401129012,28.789065496199196
59,184.92444322451558,784.7808610994995
69,0.11337777249294856,783.6005472363469
84,206.8646326370263,26.2923317703061
13,204.3961762363385,800.0184092055973
27,307.1860915145563,873.0798015755505
23,338.2408940062119,553.7068334550385
82,309.41284315151347,936.3614886896314
0,159.80491702669173,168.38891644768617
1,314.2241179386885,946.1049200211453
59,210.57354425718182,52.401221769382
33,140.99065511785676,815.7088332250498
48,325.5427187493698,207.987934838755
94,239.8025764954573,79.62660956922707
67,20.26281498364294,959.7751884081607
22,48.03146901504859,703.3784699928631
60,229.19428726218766,871.2890435060955
90,152.65035880163288,726.355756604495
58,138.66141497133538,684.3542469499854
74,216.65759411439487,632.3634686881139
37,206.70025010188135,959.0720376690838
68,217.42405450807263,383.6754991726039
64,79.65332051516869,251.56738914671806
85,273.52671252081996,159.1784727848451
99,107.2355299351705,794.583889524264
82,29.84385784891193,746.2726427340579
78,40.709715925102145,427.0025293334031
31,225.56612258721245,632.1559928246667
85,320.19300977297837,365.14034780518534
44,198.59407584475696,799.4756165266547
82,207.28878023881936,745.3388623184953
88,309.09103145640444,128.08396547036526
59,164.0453617647686,687.8394978202917
83,39.59429173663317,495.7852261852721
17,54.05353887488407,252.5210808976257
36,25.831233615385194,557.0579645795194
94,272.26109288392644,152.5181295558119
44,53.67006949106243,767.8173014753861
52,4.962703489493312,973.0004540803571
30,52.79016748966921,674.0621422559976
84,150.72601314078693,298.23849543211054
28,134.4943014936712,68.95875315393307
75,21.208465387654062,350.0260129380052
12,187.38577461297174,851.4746892152895
63,203.79907434151266,843.57952249749
76,95.69253027418792,452.1583459414915
30,140.78652925253996,183.76075484712317
94,306.8865362670573,898.4530646830025
43,358.1066112119574,248.6817684330699
26,108.61874170549964,880.9554389700498
0,285.3283167172542,299.4770987826747
85,205.23285078427475,257.985113189938
39,241.66212234083426,826.4006493008288
70,275.65405495968514,524.7927085355809
51,86.15836544683636,202.38852909458473
20,202.8468265469367,874.1799647163118
58,114.89086779728251,519.8900991345048
2,128.66807327189093,889.6887702675642
77,242.64386827873986,1.1106151587809698
28,289.006899520715,682.5322533613042
2,316.80218664710304,668.3583013947696
95,216.23851298736128,505.0281762807187
36,285.5424868089199,689.8400495528746
22,206.4721128219192,598.4731885230835
63,229.53389376157298,670.8015729903351
72,325.89077534132093,685.4341842738116
23,200.92372610681173,15.619448509106348
24,230.96183973511125,355.40857326981666
60,146.38262676506685,259.63132005911496
5,336.6199197266401,262.1536109959358
92,313.43318438855835,83.47425134194653
28,210.5356043287246,834.3612926788484
69,233.52237120705848,261.9932000128114
59,335.9607926540286,731.7075151029866
1,261.2706034758532,228.77603352341035
61,170.1306947925947,334.0613897389776
68,153.20287201425327,574.6790795480136
58,27.684326295779144,248.35240528059455
10,265.40400429196364,563.6776941220419
77,218.04114598387076,484.4321664323752
94,41.33217760536753,215.71596812978066
97,77.86814470504888,1.1360897816176108
87,202.48023824764067,705.3721326608112
98,97.5544979773008,572.6908686893393
0,243.50011519051947,897.704011568398
11,123.66707321260228,850.7199399190096
53,302.0783561062506,799.3236200209838
12,333.65552746155277,775.987379869775
23,262.72517714032136,920.421636958495
33,231.8063866875552,430.1924119495848
90,286.6237554025154,966.3503853105589
72,106.98128903572021,241.52564397095057
94,238.93667133379236,481.63870737606305
37,311.6273833693272,614.1798897357938
70,231.83334997565066,442.68920272980574
29,323.96558020329485,870.3416575859773
39,101.2358380730792,299.0349449195989
5,14.197580505897713,328.1567531829356
79,96.17400274832082,611.535155420642
83,245.4240773142175,122.81776305495251
88,133.97025205815694,21.60185519589819
89,335.38720740903767,719.9574246550175
56,88.31405295519214,317.24545643737633
71,100.71178091482432,186.6061607938666
86,252.42039055058922,235.81787058325654
2,22.555810148527662,723.9813663942231
39,53.31835236482318,505.48845674788214
29,226.04764461925325,431.3482568745702
53,288.0909674450199,290.276102641124
99,112.49576647804032,888.8067799193174
89,288.36972229405836,317.7736329022887
50,5.799939296207555,915.846030737248
96,264.81101821726344,791.9195391223059
73,247.64337492618233,494.03874502394626
83,162.7464593024162,285.9041136107512
42,235.64936969441914,126.52250994002657
29,74.1843966357752,571.624352140482
1,218.5329738025323,35.9714398249672
76,277.3530425513245,367.75987881571814
74,225.097852730928,359.1541564253121
39,2.5122930015673584,917.7995914866458
35,77.58897808978031,675.2971275682207
42,105.13963230392,181.208421514912
40,217.86904643199884,171.00251744853256
20,308.6601451928477,280.81376949142424
78,69.41714477213729,59.79546807411074
3,192.46674040191496,877.1448813854346
9,212.87999781567837,902.9424909345244
34,216.1990697045812,387.04078474367407
7,87.71320059875717,931.5974659689551
10,215.14782151055726,311.93849378230743
76,16.21985101721252,736.8911346184753
1,198.95595996212174,211.77423305327503
75,294.7962356994612,837.3545815984295
89,235.89610509014042,778.6775719082584
38,325.53796408998187,87.07698054264534
45,285.74135119930673,472.1494817309835
71,241.86957654314378,882.2547595933733
42,340.52668857130624,59.856973510660104
24,332.65262348164816,0.9077467807180328
13,213.10656289972079,102.94254509047163
85,274.4421714081544,333.45377446819435
49,173.5684263441176,335.2033912624311
16,221.99883787706304,585.8251837232177
81,7.418017030706681,491.5669419975238
0,158.9032195253294,119.72177275436935
76,323.68727028663506,935.2407038869762
87,21.20673853279088,12.407192574204862
1,174.7239947581994,936.6088547734926
55,131.3907130475533,163.7739427493593
80,249.05250599079332,803.647603522947
89,275.774432032812,822.9972213273772
46,134.1908764977951,480.0249216210981
70,217.13247502701822,305.7276727554535
39,90.53011531390494,804.2216066427002
50,321.16328262676353,633.5460611412757
60,251.26685831492046,654.5661996356035
48,279.3704422339693,749.147559722181
52,135.5403921682617,445.54718670477547
58,195.2113249771779,324.5638470552046
32,219.33875491180646,73.73569229057753
49,23.071116814228112,449.522698035166
66,231.51749975030842,636.4866791584964
69,347.86326362414485,99.38946989096686
37,188.7443984413781,326.6538340323053
90,197.8469583939398,969.852501451631
7,359.56839909447314,717.6214935017357
13,354.68055885601905,239.34565682959786
55,238.86735278549656,563.6076168771342
81,217.64097083628312,15.121174478249898
17,158.613619919685,710.6387315307176
94,117.84492349310263,894.3352015981196
81,333.2576029275708,93.3140992591378
60,65.20265332414188,804.7388130858163
68,159.50149184578154,733.4642647868201
82,170.50544534380703,326.96870883800756
49,197.07561688152197,720.1732802683509
80,151.4389279839179,387.4217397157721
7,311.87618068888435,83.6876629975224
31,253.78226536458297,41.89954676134633
61,134.1668557079612,290.1490518444841
61,351.16555092039096,922.939460583817
97,293.26268008457384,90.1424601480274
50,40.178660399445235,707.1791289291735
31,271.77954670258373,119.52234190568389
72,210.51940829370034,677.4506257494436
42,102.05649509567722,116.16983601397224
90,348.2729656247954,662.6712134346106
15,129.34098717904817,157.65482923796282
66,48.91828586808409,82.24700168123023
28,209.25290104841318,42.508592748632836
67,75.63203312339598,678.1399228425782
70,249.90261061811864,580.3842827086464
32,113.06115501790907,124.52798576581603
67,228.91674027400816,968.6152773700935
13,340.57470116724323,390.94537576667534
12,72.83137820852733,770.2219612557855
24,37.32792482295175,185.46358935854246
70,258.9744756665508,575.9946184921123
54,319.37018422530593,10.17491849250851
45,293.79731059329816,712.6799031392654
96,336.6444021108117,494.2768220318231
29,209.8379083119587,675.826948634052
28,169.6774603289988,287.4680520413072
69,352.1396607311898,330.91773231948173
51,130.29927461747542,924.5482622238522
56,311.0534784034186,178.78696916929349
63,221.02857708031996,639.5367293277284
60,187.27686166146884,26.89291141889627
11,137.85846315931389,668.6639801421703
93,27.717677432459972,508.8005048695232
75,131.38457990615072,561.1918187515688
79,302.3646453698834,107.61330695856275
56,148.90289990746845,831.9013767229321
77,89.09016892578894,667.5554170741627
29,287.730097420488,448.66307477819987
36,188.13561197897099,154.27006814210444
40,299.1907236136232,497.17059407295096
100,190.41203630393125,908.7237486764952
27,335.985037821533,299.91443281468
62,63.62586798217728,875.2708374102124
4,164.1309403656984,779.5922069178299
92,196.15544650717402,193.1177566862532
3,82.74427938898653,392.1583578243131
0,0.41573133663529216,893.9838943988161
72,44.63431696228382,305.75950261269656
24,269.50398309597807,469.2970978567529
34,196.05448406651198,584.5559223614158
50,90.90155860171535,735.3047472181038
89,356.6295765161883,147.21205093943647
47,133.9722296226865,709.8680275308283
23,100.02627437855418,40.288124576191024
48,134.52059994508525,321.5323613350647
49,172.44490268249302,365.5142559981557
94,126.90608834090436,626.4899127393378
28,88.77007609795903,382.9727169801784
26,156.1197284850691,422.56624797063614
46,330.2888533777307,127.87635703935862
0,258.7813420033292,603.4268826150424
18,275.09387294205254,334.75701691821024
7,11.256081770828308,672.1023095007299
85,336.3199502645721,612.4855387307342
99,262.7187828410312,291.84421370581515
32,280.3951239116754,945.5616311658277
21,255.1733188222399,175.0055623348439
56,138.16271999184232,243.54748994680787
86,46.654534833167475,970.9925114497472
71,219.90572657709228,508.22027793770155
15,38.20520395042132,242.92251821115764
5,74.57026394105608,838.29166071388
36,296.5047057500614,227.80870303427136
13,186.44083012152498,824.6427886994898
74,286.7941993212401,922.7994620211999
32,265.1119697806915,304.1345739249182
89,164.77946613102222,351.3537021799161
54,353.73414801255313,786.1728003423647
31,4.285627621232,865.5246223047632
27,39.1127372536851,769.8501961104553
46,302.1033348405455,812.592887908933
25,188.13824706266752,526.8720319041738
89,106.74032095621465,136.6212722261524
51,77.85560611763077,42.38929974744365
33,180.02182392336408,323.9291367163813
100,200.56699667684265,746.9212991949998
30,227.17746044684304,999.3054107645963
74,324.5269669701261,923.3743898515804
33,184.20863901771102,120.1130855158854
38,68.51755245957077,530.4604982140571
94,184.76974999236967,58.10015349985387
1,155.9947129006564,237.0504183818062
11,11.930019074681253,910.571827264899
86,98.78605177439913,919.4179355286955
6,215.3019792119945,915.3956454204896
31,5.1913778994307425,221.72326353349303
23,41.954601861340436,822.2692441888227
19,169.4895461838985,764.6892393476207
14,71.3647494702886,386.1877754541523
59,283.20214194988637,298.17575864040623
78,31.461190261532362,552.9997080373192
53,271.01422957940247,688.5110940477974
55,271.7730961511348,418.97704511943556
28,221.92921903623642,376.7670995295222
84,15.293748473155762,329.1693305081855
36,212.31045344210642,383.827479734423
68,118.13555204380194,406.4414687486223
11,136.53421002509864,452.36603639724837
34,174.68330710039612,270.2498599527433
7,45.13810569987196,894.0143258998706
65,351.9486802360693,913.6111734726294
95,202.43735151874853,701.8646759123492
40,253.7445236684237,976.9148209961306
25,41.96948084770546,132.02672859948638
79,282.21031321278423,165.57615389513347
20,338.9643716551863,639.653212743222
13,72.74111804843643,69.9015198469457

71,55.75485322926103,11.817432574001918
44,313.02079861900637,0.18768596869644938
97,195.0965046162868,455.47252083273884
10,301.8185325873677,593.4001252051031
25,255.01456273648316,5.379344093563443
37,345.91455046701367,886.72487415452
80,356.45092407086236,280.35826477644133
18,273.03955505047026,265.2687563099202
95,305.4112782140051,183.05631559392253
36,177.735030580303,647.9359599056021
12,256.4639121039424,166.7344715913579
15,142.41417126908956,46.35435012832345
45,61.05661438084559,306.67569937012587
27,223.87077182723564,125.32097622240201
2,55.61326871749228,595.5516991504884
62,280.4312283202931,951.6402094115017
24,74.32251958971966,325.2959418286904
79,70.82744281231415,242.34549075338296
71,197.6554611085445,325.5790609044777
57,289.2070822677525,876.7156758984477
46,139.55248240872825,817.5487918552104
15,346.56387198470185,974.4256803108959
96,249.12184319157927,839.7543166935698
5,188.142494804025,941.6689664453769
65,154.48554589726953,8.809839059769953
30,358.14636589526583,141.158092512091

47,112.25981850847317,939.3377667857877
15,272.79939562563055,240.88446642969075
20,260.56311704447774,307.3123412882384
47,30.492496629473465,787.9963951890124
27,159.48655953477214,953.5690073843786
23,352.7556355836209,885.4143276529057
79,295.0580991702602,951.5351660389831
84,17.326411633895248,702.7010757628748
64,91.73702734796409,886.5160488462653
30,184.85664811795158,392.2581003950311
12,353.04683523157837,668.9145355999954
88,166.1430367340242,994.8085980207123
38,70.02070161345233,545.7198096773994
61,186.19540274627147,235.43676953817894
97,300.8587440770684,919.7650194724533
74,110.86770558168753,754.8256489185322
99,306.9477630738212,293.5295240223955
23,60.98178961565088,555.3496724918408
71,202.08116846900185,249.24370285398567
72,296.2808407095368,861.29860231276
77,59.254089247522785,341.543126303276
60,39.65039824912756,888.6357006760479
83,301.94620193462794,793.8062643797155
27,115.85092175933163,824.2102758191321
16,249.60803782803112,802.478917715353
11,15.037534393903197,689.5559736738248
78,171.08482357764183,905.1134132217612
64,45.70624213451427,598.8004279587954
94,69.36109732612472,703.2916406995627
40,83.4233646647036,326.68799526281265
100,30.729966661905273,999.7491114766474
29,150.93613091634847,754.8353463830817
36,163.30376816658944,648.2259161915468
3,47.678766213529265,405.05458851038077
63,68.83243303950998,150.02324721985727
88,322.19901606663296,30.99382961021735
42,335.9119448426564,20.845909311005496
49,264.02345791406873,85.11278254117194
6,128.6841146897,622.303240941789
0,310.67903969862516,619.953394952584
10,249.2011657072868,730.2851722290746
50,333.11171414268665,29.91693367992898
92,267.0800465671207,787.9561081384668
40,216.8038924631868,830.0011944223063
9,339.9630592072665,500.59442009862767
57,40.35868978345644,144.21186521731954
68,68.10163387341889,645.7050487696339
36,226.09060793497048,171.22435818587002
0,338.484413141822,398.03321922726434
68,39.19360548906873,199.0897756357536
85,59.54314024866643,373.4069788388955
11,157.86073375866695,741.071467049952
71,293.1596560804343,623.4577134984798
6,13.878317515720147,381.326442916713
23,69.59325072452663,996.1280646318608
5,143.65378456976612,366.7774991470567
81,129.99414542618715,319.29574414685493
37,149.2349910896096,862.9284180346326
4,354.05543822301865,293.2855665565162
14,210.97705220744717,637.1258246720998
25,291.1895337675642,445.2092554009869
74,167.5641766052912,34.7223369972024
23,29.055443108639277,341.2232289551305
68,52.461940509712626,43.34450626865127
68,51.340352910466095,475.70226797387596
62,70.18248553771582,578.6751541685493
21,213.7227981761483,375.6333833942484
47,316.81047646402425,100.02559375358034
23,190.70508648001805,886.7750217060154
11,299.4638286364471,494.2830830160037
47,87.64553402286317,32.214222225413366
0,212.75504936050987,636.1920521997059
98,90.87748876079687,312.02483414945834
13,117.29700382363066,116.7907763825703
83,18.250598880013516,250.82262742414318
31,257.9229340563624,519.7030935461548
24,273.69328052448424,892.2244042494627
22,346.062818745363,721.9548258323487
89,116.38473163762586,5.039931342988191
53,173.74040215825428,223.61577207245276
31,68.59176350410509,802.3366456945193
17,169.53200140790528,897.5238168511976
99,51.35196805425592,314.4708013179647
31,263.95172683792345,795.6099746527499
39,355.9911357519525,568.3012815537622
